project_id,project_code,project_name,client_name,project_status,start_date,end_date,updated_at
3425,PRJ-003425,Reinvent Clicks-And-Mortar E-Tailers Program,"Walsh, Payne and Hogan",Cancelled,2021-11-02,,2021-11-03 22:07:00
4004,PRJ-004004,Redefine Value-Added Bandwidth Program,Smith-Ward,Planned,2025-04-14,,2025-04-15 09:13:00
3815,PRJ-003815,Generate Next-Generation Partnerships Program,Smith Inc,Active,2022-11-02,2023-12-11,2022-12-12 11:52:00
2826,PRJ-002826,Incubate Bricks-And-Clicks Solutions Program,White-Edwards,Planned,2023-12-28,,2024-01-13 16:42:00
1798,PRJ-001798,Orchestrate Global E-Business Program,Ball-Smith,On Hold,2025-08-14,2025-12-14,2025-10-23 02:51:00
162,PRJ-000162,Visualize 24/365 Applications Program,"Ellis, Miller and Phillips",On Hold,2026-01-24,2027-03-05,2026-03-14 19:44:00
2195,PRJ-002195,Re-Contextualize Plug-And-Play Solutions Program,Mason PLC,Completed,2022-07-15,2022-10-18,2022-09-19 05:51:00
3847,PRJ-003847,Monetize Extensible Solutions Program,Harrison PLC,Active,2022-09-28,,2022-11-20 12:32:00
1107,PRJ-001107,Grow Web-Enabled Niches Program,Stone-Sims,On Hold,2025-09-10,2026-03-17,2025-09-26 06:09:00
4707,PRJ-000615,Deploy Vertical E-Services Program Refresh,Bryant-Evans,Planned,2018-12-25,,2019-09-16 21:15:00
275,PRJ-000275,Leverage Next-Generation Paradigms Program,Cole Group,Planned,2020-11-03,2021-08-10,2020-12-31 02:36:00
4913,PRJ-000390,Embrace E-Business Users Program Refresh,Powell-Hughes,Active,2023-11-24,,2024-04-29 04:26:00
4308,PRJ-001707,Deploy Robust Mindshare Program Refresh,Rodriguez-Wiggins,Completed,2023-03-30,2024-05-07,2023-06-23 06:00:00
2093,PRJ-002093,Grow Synergistic Models Program,Pitts Group,On Hold,2018-03-24,2020-07-16,2018-04-11 05:05:00
2722,PRJ-002722,Productize Ubiquitous Experiences Program,Clark-Smith,Completed,2019-12-24,2021-06-03,2020-03-27 16:54:00
4846,PRJ-001004,Re-Contextualize Next-Generation E-Commerce Program Refresh,Meyers Ltd,Completed,2021-07-04,2021-10-05,2021-09-09 05:54:00
4073,PRJ-004073,Seize Granular Networks Program,Mann-Cook,Active,2018-01-20,2018-09-01,2018-02-10 02:12:00
3705,PRJ-003705,Matrix B2C Schemas Program,"Shaw, Oneill and Martinez",Active,2018-08-14,2021-01-30,2018-09-25 18:44:00
4969,PRJ-001118,Maximize Frictionless Functionalities Program Refresh,Arnold Ltd,Completed,2019-04-21,,2019-08-20 02:47:00
657,PRJ-000657,Architect Value-Added Experiences Program,"Powell, Wilson and Meyer",Completed,2022-04-09,2022-11-24,2022-06-11 14:55:00
4343,PRJ-000272,Aggregate Web-Enabled Partnerships Program Refresh,Hammond and Sons,Cancelled,2018-01-27,,2019-01-20 04:54:00
4032,PRJ-004032,Empower Frictionless Web-Readiness Program,Ward and Sons,Completed,2026-11-17,,2026-11-27 10:33:00
3865,PRJ-003865,E-Enable E-Business Architectures Program,"Mason, Morris and Bailey",Completed,2023-08-09,2023-11-26,2023-11-27 23:46:00
430,PRJ-000430,Repurpose Seamless Users Program,"Young, Roberts and Lopez",Planned,2020-11-24,,2020-12-15 04:41:00
2792,PRJ-002792,Expedite E-Business Initiatives Program,"Burch, Macdonald and Villanueva",Completed,2022-04-07,,2022-05-01 06:55:00
88,PRJ-000088,Harness B2B Supply-Chains Program,Chandler-Clark,Active,2025-09-29,2027-01-27,2025-10-11 10:56:00
4662,PRJ-003582,Monetize Magnetic E-Commerce Program Refresh,Barnes-Chavez,Active,2024-06-23,,2024-09-04 13:37:00
4784,PRJ-003045,Transition Holistic Roi Program Refresh,Miller LLC,Active,2022-12-08,,2023-06-26 09:55:00
1338,PRJ-001338,Facilitate Enterprise Relationships Program,Ramirez-Warren,Active,2023-07-01,,2023-10-28 18:57:00
2418,PRJ-002418,Orchestrate Web-Enabled E-Business Program,"Ferrell, Banks and Williams",Planned,2026-11-05,2027-02-03,2026-12-21 01:10:00
2576,PRJ-002576,Optimize Open-Source Systems Program,"Bass, Williams and Green",Cancelled,2023-01-20,2023-07-15,2023-03-15 20:07:00
1401,PRJ-001401,Enhance Cutting-Edge Action-Items Program,Sawyer-Martin,Cancelled,2021-08-04,2023-05-03,2021-10-17 06:52:00
1832,PRJ-001832,Matrix Magnetic Niches Program,Smith-Hunter,Completed,2025-12-05,2026-07-13,2026-02-14 09:57:00
2884,PRJ-002884,Deploy Bricks-And-Clicks Models Program,Acosta LLC,Completed,2026-11-17,2028-06-24,2027-03-15 22:07:00
4790,PRJ-003040,Strategize Proactive Supply-Chains Program Refresh,Thompson Inc,Cancelled,2026-05-29,,2027-03-12 01:38:00
3754,PRJ-003754,Productize Robust E-Tailers Program,Peterson Ltd,Planned,2026-11-04,2027-02-27,2026-11-11 04:16:00
3014,PRJ-003014,Syndicate Collaborative Markets Program,"Webb, Roach and Calhoun",Cancelled,2026-01-28,2026-11-01,2026-03-13 04:06:00
184,PRJ-000184,Mesh Revolutionary Users Program,Jones-White,Completed,2025-10-01,,2025-10-27 01:01:00
3056,PRJ-003056,Synergize Frictionless Action-Items Program,Richardson PLC,Completed,2023-05-04,2025-09-20,2023-07-17 13:37:00
1030,PRJ-001030,Re-Intermediate Global Communities Program,"Gray, Lamb and Forbes",Cancelled,2018-11-13,2021-01-02,2019-01-31 09:56:00
154,PRJ-000154,Streamline Real-Time Markets Program,"King, Rogers and Thompson",Planned,2022-07-06,2023-02-12,2022-10-21 09:31:00
2116,PRJ-002116,Productize Innovative Communities Program,Fields-Pearson,Cancelled,2019-08-02,,2019-11-04 19:57:00
2049,PRJ-002049,Streamline Integrated Models Program,"Garcia, Johnson and Ford",Completed,2024-12-31,2026-03-25,2025-01-01 12:20:00
4225,PRJ-004225,Exploit 24/365 Experiences Program,"Daugherty, Hahn and Brown",On Hold,2022-08-16,2024-11-15,2022-08-24 02:13:00
979,PRJ-000979,Grow Dot-Com Experiences Program,"Adams, Griffin and Swanson",Planned,2019-09-12,2021-07-26,2019-11-07 01:37:00
842,PRJ-000842,Transform Bleeding-Edge Applications Program,Marshall-Vazquez,Cancelled,2019-02-27,2021-04-27,2019-06-10 11:38:00
1895,PRJ-001895,Grow Proactive Supply-Chains Program,Holder Ltd,Active,2026-01-22,2028-04-16,2026-04-22 15:04:00
4268,PRJ-001528,Integrate Customized Schemas Program Refresh,Collier LLC,Cancelled,2018-08-13,,2019-05-21 07:29:00
1038,PRJ-001038,Synergize Vertical Supply-Chains Program,"Martin, Kelley and Clark",On Hold,2026-06-03,,2026-09-09 23:34:00
590,PRJ-000590,Implement Cross-Media Markets Program,Pope-Rogers,Cancelled,2018-08-16,2019-11-08,2018-08-23 15:24:00
1942,PRJ-001942,Synthesize Value-Added E-Business Program,Hanson LLC,Completed,2020-12-15,,2021-03-22 16:59:00
4027,PRJ-004027,Target Scalable Synergies Program,Patel-Vega,On Hold,2022-10-12,2023-07-26,2022-12-15 09:31:00
3523,PRJ-003523,Implement Seamless E-Tailers Program,Navarro and Sons,Planned,2026-07-11,,2026-08-18 23:16:00
3753,PRJ-003753,Benchmark Sticky E-Business Program,Escobar PLC,Completed,2021-10-26,2022-04-11,2022-02-07 06:42:00
3937,PRJ-003937,E-Enable World-Class Content Program,Castillo-Rodriguez,Cancelled,2018-08-26,,2018-11-21 12:59:00
3632,PRJ-003632,Embrace Viral Architectures Program,King PLC,Completed,2021-04-07,2021-11-07,2021-05-09 21:04:00
4231,PRJ-004231,Benchmark Interactive Convergence Program,Hester-Harris,Active,2022-06-23,2024-10-25,2022-06-29 20:13:00
76,PRJ-000076,Syndicate Distributed Deliverables Program,Williams-Flynn,Cancelled,2018-07-07,,2018-10-30 17:22:00
1084,PRJ-001084,Implement Collaborative Systems Program,Yates-Patterson,Planned,2023-09-13,,2024-01-03 13:46:00
3156,PRJ-003156,Scale Extensible E-Commerce Program,Stark Ltd,On Hold,2020-06-28,,2020-10-13 19:46:00
890,PRJ-000890,Envisioneer Plug-And-Play E-Business Program,"Kim, Mcclure and Mayer",Cancelled,2018-10-22,,2019-01-22 17:36:00
2061,PRJ-002061,Revolutionize Rich Functionalities Program,"Clark, Watson and Henderson",Planned,2021-03-25,2021-11-13,2021-04-01 08:42:00
2942,PRJ-002942,Mesh Cross-Media Paradigms Program,"Davis, Harding and Jackson",Active,2018-10-18,,2018-11-11 18:40:00
2406,PRJ-002406,Integrate Proactive Info-Mediaries Program,Goodman PLC,Active,2026-12-26,2028-08-04,2027-01-28 03:04:00
1738,PRJ-001738,Aggregate Enterprise Paradigms Program,"Martinez, Lynn and West",Planned,2026-05-12,2027-06-05,2026-07-03 15:22:00
1495,PRJ-001495,Exploit Bleeding-Edge Networks Program,"Garner, Hughes and Perez",Active,2018-09-14,2020-04-05,2018-10-21 17:40:00
4787,PRJ-002941,Deliver E-Business Networks Program Refresh,"Jones, Taylor and Harris",Completed,2024-07-15,2025-05-02,2024-12-17 13:46:00
2584,PRJ-002584,Syndicate Integrated Interfaces Program,Alexander Group,On Hold,2026-01-02,2028-05-07,2026-05-02 16:55:00
777,PRJ-000777,Syndicate Frictionless Info-Mediaries Program,"Myers, Smith and Wright",On Hold,2023-11-20,2025-05-06,2024-02-05 03:19:00
3919,PRJ-003919,Synergize Leading-Edge Technologies Program,"Schmidt, Roth and Johnson",Planned,2022-04-15,2023-12-08,2022-04-23 20:57:00
2502,PRJ-002502,Enable Back-End Schemas Program,Richardson and Sons,Planned,2026-07-20,,2026-10-07 02:41:00
1807,PRJ-001807,Cultivate Turn-Key Systems Program,Conner-Schneider,Cancelled,2023-03-09,2024-10-20,2023-04-10 23:12:00
641,PRJ-000641,Engage One-To-One Methodologies Program,Brock-Stone,Active,2024-10-29,2026-06-03,2024-12-15 10:58:00
4485,PRJ-003258,Cultivate B2C Action-Items Program Refresh,"Pearson, Wilkins and Castillo",Planned,2026-09-19,2028-02-01,2027-02-04 15:39:00
4390,PRJ-002623,Enable Front-End Convergence Program Refresh,Payne-English,Active,2018-03-27,2018-07-11,2018-09-19 04:31:00
703,PRJ-000703,Innovate B2C Roi Program,"Kerr, Nguyen and Jenkins",Completed,2018-06-29,2019-11-06,2018-09-08 15:55:00
4878,PRJ-003140,Optimize 24/7 Infrastructures Program Refresh,Edwards Ltd,Cancelled,2019-03-27,2021-06-18,2019-09-22 18:50:00
3781,PRJ-003781,Scale One-To-One Supply-Chains Program,Weaver-Dorsey,Planned,2019-04-17,,2019-07-13 19:48:00
1801,PRJ-001801,Scale Sticky Markets Program,Carter-Lindsey,Active,2025-03-22,,2025-06-11 07:32:00
1981,PRJ-001981,Architect Rich Eyeballs Program,Gonzalez LLC,Planned,2022-08-12,2023-11-25,2022-09-11 06:24:00
416,PRJ-000416,Enhance Efficient Relationships Program,Clark and Sons,On Hold,2019-08-07,,2019-11-29 21:29:00
3766,PRJ-003766,Leverage Holistic Action-Items Program,Brown-Mitchell,Active,2021-05-05,,2021-06-06 07:37:00
2084,PRJ-002084,Unleash Compelling Web-Readiness Program,"Davis, Castaneda and Ramos",Active,2020-05-24,2021-04-13,2020-06-25 17:15:00
3003,PRJ-003003,Integrate 24/365 Schemas Program,"Wang, Spencer and Fisher",On Hold,2025-06-24,2026-07-26,2025-07-28 04:07:00
1688,PRJ-001688,Repurpose Next-Generation Metrics Program,Douglas Group,Completed,2022-10-19,2024-09-01,2022-11-17 22:46:00
1993,PRJ-001993,Embrace Magnetic Niches Program,Thomas-Griffin,On Hold,2025-03-22,2025-06-16,2025-05-28 19:54:00
302,PRJ-000302,Drive Strategic Web-Readiness Program,Duncan PLC,On Hold,2023-02-23,2023-05-01,2023-06-15 14:43:00
151,PRJ-000151,Deploy Leading-Edge Methodologies Program,Gomez LLC,Planned,2022-06-17,2023-03-18,2022-07-22 00:31:00
358,PRJ-000358,Repurpose Real-Time Technologies Program,Smith-Gray,On Hold,2020-04-16,2021-03-21,2020-05-22 02:23:00
1482,PRJ-001482,Unleash User-Centric Experiences Program,Wilson Group,Completed,2022-12-28,,2023-03-13 16:42:00
2973,PRJ-002973,Re-Contextualize Synergistic Action-Items Program,"Coleman, Schultz and King",On Hold,2025-09-06,,2025-11-27 03:13:00
4273,PRJ-001882,Engage Global Solutions Program Refresh,"Long, Dyer and Kelly",On Hold,2023-02-06,,2024-01-02 20:54:00
2904,PRJ-002904,Redefine Enterprise Networks Program,Greene-Johnson,On Hold,2022-12-25,,2022-12-26 19:44:00
1966,PRJ-001966,Repurpose Value-Added E-Business Program,"Franklin, Jenkins and Smith",Cancelled,2020-05-10,,2020-05-17 06:49:00
1393,PRJ-001393,Redefine Magnetic Systems Program,Rivera-Wright,On Hold,2024-08-09,2026-03-21,2024-09-22 04:24:00
4265,PRJ-002119,Implement Back-End Relationships Program Refresh,Wilkins-Cole,Active,2018-04-14,2020-03-14,2019-01-15 01:28:00
3113,PRJ-003113,Re-Contextualize Innovative Synergies Program,Lara-Kim,Planned,2022-02-03,2023-12-03,2022-03-13 18:56:00
2598,PRJ-002598,Enhance Open-Source Schemas Program,Jones Inc,Active,2020-04-12,,2020-04-24 14:45:00
4033,PRJ-004033,Embrace Viral Technologies Program,"Boyd, Bradford and Graham",Planned,2026-04-06,,2026-08-01 16:08:00
3860,PRJ-003860,Grow Distributed Partnerships Program,"Baker, Reynolds and Martin",Planned,2018-12-06,,2019-01-31 02:43:00
4393,PRJ-003630,Harness Sticky E-Tailers Program Refresh,"Brown, Phillips and Hawkins",Cancelled,2023-03-28,2024-04-15,2023-09-25 20:36:00
423,PRJ-000423,Aggregate Value-Added Infrastructures Program,"Owens, Liu and Smith",Planned,2024-03-28,,2024-04-11 08:27:00
4314,PRJ-003748,Syndicate Bleeding-Edge Technologies Program Refresh,"Gallagher, Smith and Rivera",Cancelled,2022-06-17,2022-10-15,2022-11-19 02:48:00
3277,PRJ-003277,E-Enable Web-Enabled E-Commerce Program,Harrison Group,Completed,2024-11-20,,2025-02-05 01:57:00
1361,PRJ-001361,Brand Ubiquitous Relationships Program,"Richardson, Vance and Stephens",Cancelled,2025-11-04,2026-12-08,2025-11-23 22:50:00
1383,PRJ-001383,Evolve Revolutionary Schemas Program,"Chavez, Smith and Hampton",Completed,2018-11-21,,2019-03-15 02:39:00
1171,PRJ-001171,Incentivize Dynamic Communities Program,"Ward, Spence and Martinez",Planned,2021-02-15,2022-09-28,2021-05-22 12:24:00
3609,PRJ-003609,Productize Holistic Communities Program,Green Inc,Completed,2021-08-18,,2021-11-11 16:19:00
3143,PRJ-003143,Envisioneer Transparent Deliverables Program,Reeves-Torres,Planned,2021-12-14,2024-04-15,2022-01-09 07:50:00
284,PRJ-000284,Evolve Bricks-And-Clicks Relationships Program,"Lane, Walker and Beard",On Hold,2025-10-30,2026-03-06,2026-01-31 22:55:00
4644,PRJ-001941,Aggregate Enterprise Convergence Program Refresh,"Brown, Jacobson and White",On Hold,2022-07-11,2024-05-25,2023-02-22 19:00:00
3301,PRJ-003301,Revolutionize Extensible Action-Items Program,Cannon Inc,On Hold,2019-07-28,,2019-10-27 06:01:00
3964,PRJ-003964,Productize Innovative Solutions Program,"Hernandez, Hill and Kim",Active,2018-10-17,,2018-12-27 13:53:00
2019,PRJ-002019,Orchestrate Holistic Functionalities Program,"Simon, Brown and Miller",Cancelled,2018-11-15,2019-06-12,2018-12-08 13:22:00
3210,PRJ-003210,Repurpose Back-End Solutions Program,"Brooks, Hill and Perry",On Hold,2022-02-04,2022-09-21,2022-04-09 10:23:00
3345,PRJ-003345,Cultivate Transparent Solutions Program,Olson and Sons,On Hold,2023-09-29,2025-02-03,2023-11-14 01:04:00
357,PRJ-000357,Optimize Web-Enabled Experiences Program,Miller and Sons,Active,2019-04-27,2020-08-19,2019-06-04 18:44:00
3867,PRJ-003867,Implement 24/7 Schemas Program,Sanchez Inc,On Hold,2020-11-13,2021-11-04,2020-12-08 19:36:00
929,PRJ-000929,Harness Innovative Web Services Program,"Ho, Mcgee and Terry",On Hold,2023-01-21,2024-02-22,2023-01-23 06:09:00
4463,PRJ-003087,Drive B2C Supply-Chains Program Refresh,"Brown, Sutton and Williams",On Hold,2022-05-12,2024-02-09,2023-03-14 06:09:00
4022,PRJ-004022,Deliver Frictionless Networks Program,Winters Group,Completed,2024-05-05,,2024-06-01 17:04:00
231,PRJ-000231,Generate Real-Time E-Markets Program,Monroe PLC,Completed,2024-09-05,2025-08-18,2024-12-11 09:35:00
4057,PRJ-004057,Architect Front-End Infrastructures Program,Gomez-Curtis,Completed,2018-05-28,,2018-08-24 11:50:00
2395,PRJ-002395,Syndicate Plug-And-Play Infrastructures Program,"Boyle, Smith and Powell",Cancelled,2023-05-08,2023-10-05,2023-09-01 09:25:00
2595,PRJ-002595,Re-Contextualize Mission-Critical Web Services Program,"Gentry, Clark and Lopez",Planned,2018-06-08,2020-08-12,2018-07-11 06:25:00
1511,PRJ-001511,Leverage Best-Of-Breed Info-Mediaries Program,"Diaz, Rivera and Pace",Completed,2020-04-09,2021-01-20,2020-04-26 16:55:00
3506,PRJ-003506,Engineer Vertical Experiences Program,Perez LLC,On Hold,2023-02-05,,2023-03-19 02:44:00
4045,PRJ-004045,Utilize Granular Infrastructures Program,Callahan-Sandoval,Cancelled,2024-09-07,2025-03-22,2024-09-24 14:04:00
4904,PRJ-003733,Embrace Cross-Media Initiatives Program Refresh,Adams-Harris,On Hold,2024-12-27,2025-11-12,2025-07-20 15:37:00
1529,PRJ-001529,Scale Integrated E-Services Program,Garcia Inc,Completed,2019-10-17,,2019-11-01 06:22:00
4434,PRJ-000940,Benchmark Vertical Interfaces Program Refresh,Montgomery-Allen,Completed,2020-11-23,,2021-07-26 04:16:00
1225,PRJ-001225,Scale Virtual Experiences Program,Alvarez Group,Cancelled,2023-10-30,2025-04-29,2024-01-31 23:52:00
4512,PRJ-003767,Engineer Front-End Schemas Program Refresh,Wolfe Ltd,Completed,2022-12-19,2023-06-27,2023-03-08 05:45:00
3399,PRJ-003399,Repurpose Collaborative Mindshare Program,Huff-Holland,Planned,2022-04-15,2023-01-25,2022-06-08 19:55:00
1744,PRJ-001744,Monetize Integrated Eyeballs Program,Martinez-Booth,Active,2026-02-10,,2026-05-16 12:39:00
2750,PRJ-002750,Empower Revolutionary Mindshare Program,Nelson-Taylor,Planned,2020-08-18,2021-06-09,2020-11-09 06:03:00
2042,PRJ-002042,Empower Bleeding-Edge Schemas Program,Mcintosh and Sons,Active,2019-11-15,2021-05-31,2019-11-17 04:13:00
1925,PRJ-001925,Revolutionize Wireless Systems Program,Davis LLC,Planned,2019-08-16,,2019-10-18 13:48:00
4385,PRJ-000748,Revolutionize Collaborative Supply-Chains Program Refresh,Lee-Cohen,Active,2023-12-21,,2024-08-08 03:37:00
2735,PRJ-002735,Unleash Front-End Technologies Program,Green-Welch,Cancelled,2024-06-15,2025-03-14,2024-10-09 14:02:00
3845,PRJ-003845,Unleash Collaborative Deliverables Program,Powell Inc,On Hold,2025-01-18,,2025-03-05 16:46:00
4802,PRJ-002448,Revolutionize Real-Time Solutions Program Refresh,Moore-Hernandez,Active,2024-04-02,2026-02-12,2024-11-12 00:52:00
4917,PRJ-001590,Matrix Cross-Platform Systems Program Refresh,Williams Group,Cancelled,2025-07-21,2027-02-19,2026-04-19 21:07:00
2596,PRJ-002596,Exploit Global E-Services Program,Bishop-Rogers,Planned,2026-03-09,2028-01-23,2026-04-22 07:30:00
2794,PRJ-002794,Syndicate Ubiquitous Portals Program,Bennett and Sons,Planned,2022-11-18,2025-01-04,2022-12-28 19:59:00
2268,PRJ-002268,Synthesize Transparent Networks Program,Montes Group,Cancelled,2022-08-25,,2022-09-08 09:32:00
1001,PRJ-001001,Synergize Turn-Key Experiences Program,Smith Ltd,Planned,2020-05-03,,2020-08-04 01:55:00
2081,PRJ-002081,Envisioneer Revolutionary E-Commerce Program,Davis-West,Completed,2025-02-18,,2025-04-28 15:52:00
3028,PRJ-003028,Disintermediate Frictionless Mindshare Program,Harrison and Sons,Active,2025-01-11,2025-04-02,2025-04-23 23:07:00
1378,PRJ-001378,Incubate 24/7 Mindshare Program,Tate-Hoffman,Planned,2026-12-05,2027-12-02,2027-02-12 13:49:00
1009,PRJ-001009,Syndicate Granular Infrastructures Program,"Martinez, Thompson and Stevens",Completed,2020-09-27,2021-11-24,2021-01-10 03:18:00
4853,PRJ-003690,Transform 24/365 Models Program Refresh,Rodriguez-Smith,Active,2023-09-26,2023-11-21,2024-02-25 19:00:00
3811,PRJ-003811,Utilize E-Business Technologies Program,"Ballard, Vargas and Baldwin",Planned,2018-02-10,2018-09-29,2018-06-09 16:12:00
1403,PRJ-001403,Visualize Frictionless Vortals Program,Carroll-Hernandez,Planned,2026-03-28,,2026-04-13 12:41:00
325,PRJ-000325,Harness Sticky E-Markets Program,Gibson-Ross,On Hold,2022-03-16,,2022-03-17 17:06:00
3037,PRJ-003037,Re-Contextualize Scalable Experiences Program,Hampton-Carter,Active,2021-09-02,2023-08-11,2021-09-07 20:37:00
4062,PRJ-004062,Envisioneer Sticky Initiatives Program,Burns Inc,Completed,2025-08-24,2027-09-19,2025-11-27 09:40:00
130,PRJ-000130,Productize Seamless Partnerships Program,"Logan, Villegas and Green",Completed,2026-11-03,2028-04-02,2027-01-02 19:08:00
1105,PRJ-001105,Matrix Scalable Interfaces Program,Farrell-Fuentes,Cancelled,2024-05-25,,2024-08-11 18:54:00
3415,PRJ-003415,Harness Holistic Platforms Program,Vasquez Group,Completed,2026-08-09,2028-07-16,2026-10-01 15:39:00
3871,PRJ-003871,Deploy Web-Enabled Paradigms Program,"Lopez, Howard and Turner",Planned,2025-04-25,2025-07-27,2025-08-06 20:57:00
2259,PRJ-002259,Reinvent 24/7 Bandwidth Program,Schultz LLC,Planned,2024-01-19,,2024-01-24 08:11:00
338,PRJ-000338,Streamline Compelling Deliverables Program,"Pope, Morrison and Spencer",Cancelled,2025-10-25,2027-07-16,2026-01-01 18:32:00
3868,PRJ-003868,Incubate Bricks-And-Clicks Eyeballs Program,"Davila, Lewis and Smith",Cancelled,2018-01-19,2020-06-14,2018-05-05 06:17:00
893,PRJ-000893,Evolve Frictionless Architectures Program,Grant-Woods,Planned,2022-09-06,,2022-12-14 08:23:00
191,PRJ-000191,Empower Out-Of-The-Box Supply-Chains Program,"Holmes, Smith and Abbott",Completed,2018-09-26,2019-06-04,2018-10-14 07:10:00
612,PRJ-000612,Architect Killer Paradigms Program,Mayer-Mathis,Active,2022-02-15,2023-08-12,2022-03-08 14:16:00
4501,PRJ-001549,Unleash Magnetic Markets Program Refresh,"Griffith, Bautista and Graves",Cancelled,2020-07-03,2021-11-11,2020-09-16 02:48:00
